"","network_name","network","pp","network_id","seed_count","no_of_seeds","no_of_activated","no_of_iterations","saved_seeds"
"260","ml_papapa_pp_0.01_065_.mpx","papapa","0.01","065",0.2,200,289,271,0
"261","ml_papapa_pp_0.01_066_.mpx","papapa","0.01","066",0.02,20,55,40,0
"262","ml_papapa_pp_0.01_066_.mpx","papapa","0.01","066",0.05,50,106,87,0
"263","ml_papapa_pp_0.01_066_.mpx","papapa","0.01","066",0.1,100,165,145,0
"264","ml_papapa_pp_0.01_066_.mpx","papapa","0.01","066",0.2,200,284,261,0
"265","ml_papapa_pp_0.01_067_.mpx","papapa","0.01","067",0.02,20,48,37,0
"266","ml_papapa_pp_0.01_067_.mpx","papapa","0.01","067",0.05,50,101,86,0
"267","ml_papapa_pp_0.01_067_.mpx","papapa","0.01","067",0.1,100,171,152,0
"268","ml_papapa_pp_0.01_067_.mpx","papapa","0.01","067",0.2,200,285,266,0
"269","ml_papapa_pp_0.01_068_.mpx","papapa","0.01","068",0.02,20,64,48,0
"270","ml_papapa_pp_0.01_068_.mpx","papapa","0.01","068",0.05,50,105,87,0
"271","ml_papapa_pp_0.01_068_.mpx","papapa","0.01","068",0.1,100,171,152,0
"272","ml_papapa_pp_0.01_068_.mpx","papapa","0.01","068",0.2,200,286,267,0
"273","ml_papapa_pp_0.01_069_.mpx","papapa","0.01","069",0.02,20,55,40,0
"274","ml_papapa_pp_0.01_069_.mpx","papapa","0.01","069",0.05,50,108,86,0
"275","ml_papapa_pp_0.01_069_.mpx","papapa","0.01","069",0.1,100,175,148,0
"276","ml_papapa_pp_0.01_069_.mpx","papapa","0.01","069",0.2,200,289,261,0
"277","ml_papapa_pp_0.01_070_.mpx","papapa","0.01","070",0.02,20,45,36,0
"278","ml_papapa_pp_0.01_070_.mpx","papapa","0.01","070",0.05,50,93,79,0
"279","ml_papapa_pp_0.01_070_.mpx","papapa","0.01","070",0.1,100,156,140,0
"280","ml_papapa_pp_0.01_070_.mpx","papapa","0.01","070",0.2,200,272,255,0
"281","ml_papapa_pp_0.01_071_.mpx","papapa","0.01","071",0.02,20,48,39,0
"282","ml_papapa_pp_0.01_071_.mpx","papapa","0.01","071",0.05,50,102,89,0
"283","ml_papapa_pp_0.01_071_.mpx","papapa","0.01","071",0.1,100,167,152,0
"284","ml_papapa_pp_0.01_071_.mpx","papapa","0.01","071",0.2,200,286,269,0
"285","ml_papapa_pp_0.01_072_.mpx","papapa","0.01","072",0.02,20,38,35,0
"286","ml_papapa_pp_0.01_072_.mpx","papapa","0.01","072",0.05,50,83,78,0
"287","ml_papapa_pp_0.01_072_.mpx","papapa","0.01","072",0.1,100,162,154,0
"288","ml_papapa_pp_0.01_072_.mpx","papapa","0.01","072",0.2,200,283,274,0
"289","ml_papapa_pp_0.01_073_.mpx","papapa","0.01","073",0.02,20,65,47,0
"290","ml_papapa_pp_0.01_073_.mpx","papapa","0.01","073",0.05,50,113,93,0
